SUBURB,POSTCODE,ComCat,Region
NEUTRAL BAY JUNCTION,2089,NEUTRAL BAY JUNCTION2089,SYD
NEWINGTON,2127,NEWINGTON2127,SYD
NEWPORT,2106,NEWPORT2106,SYD
NEWPORT BEACH,2106,NEWPORT BEACH2106,SYD
NEWTOWN,2042,NEWTOWN2042,SYD
NIRIMBA FIELDS,2763,NIRIMBA FIELDS2763,SYD
NORMANHURST,2076,NORMANHURST2076,SYD
NORTH BALGOWLAH,2093,NORTH BALGOWLAH2093,SYD
NORTH BONDI,2026,NORTH BONDI2026,SYD
NORTH CURL CURL,2099,NORTH CURL CURL2099,SYD
NORTH EPPING,2121,NORTH EPPING2121,SYD
NORTH KELLYVILLE,2155,NORTH KELLYVILLE2155,SYD
NORTH MANLY,2100,NORTH MANLY2100,SYD
NORTH NARRABEEN,2101,NORTH NARRABEEN2101,SYD
NORTH PARRAMATTA,2151,NORTH PARRAMATTA2151,SYD
NORTH RICHMOND,2754,NORTH RICHMOND2754,SYD
NORTH ROCKS,2151,NORTH ROCKS2151,SYD
NORTH RYDE,2113,NORTH RYDE2113,SYD
NORTH SAINT IVES,2075,NORTH SAINT IVES2075,SYD
NORTH SAINT MARYS,2760,NORTH SAINT MARYS2760,SYD
NORTH ST IVES,2075,NORTH ST IVES2075,SYD
NORTH ST MARYS,2760,NORTH ST MARYS2760,SYD
NORTH STRATHFIELD,2137,NORTH STRATHFIELD2137,SYD
NORTH SYDNEY,2055,NORTH SYDNEY2055,SYD
NORTH SYDNEY,2059,NORTH SYDNEY2059,SYD
NORTH SYDNEY,2060,NORTH SYDNEY2060,SYD
NORTH SYDNEY SHOPPINGWORLD,2060,NORTH SYDNEY SHOPPINGWORLD2060,SYD
NORTH TURRAMURRA,2074,NORTH TURRAMURRA2074,SYD
NORTH WAHROONGA,2076,NORTH WAHROONGA2076,SYD
NORTH WILLOUGHBY,2068,NORTH WILLOUGHBY2068,SYD
NORTHBRIDGE,2063,NORTHBRIDGE2063,SYD
NORTHERN SUBURBS MC,2058,NORTHERN SUBURBS MC2058,SYD
NORTHMEAD,2152,NORTHMEAD2152,SYD
NORTHWOOD,2066,NORTHWOOD2066,SYD
NORWEST,2153,NORWEST2153,SYD
OAKHURST,2761,OAKHURST2761,SYD
OAKVILLE,2765,OAKVILLE2765,SYD
OATLANDS,2117,OATLANDS2117,SYD
OATLEY,2223,OATLEY2223,SYD
OLD GUILDFORD,2161,OLD GUILDFORD2161,SYD
OLD TOONGABBIE,2146,OLD TOONGABBIE2146,SYD
ORAN PARK,2570,ORAN PARK2570,SYD
ORCHARD HILLS,2748,ORCHARD HILLS2748,SYD
OSBORNE PARK,2066,OSBORNE PARK2066,SYD
OXFORD FALLS,2100,OXFORD FALLS2100,SYD
OXLEY PARK,2760,OXLEY PARK2760,SYD
OYSTER BAY,2225,OYSTER BAY2225,SYD
PADDINGTON,2021,PADDINGTON2021,SYD
PADSTOW,2211,PADSTOW2211,SYD
PADSTOW HEIGHTS,2211,PADSTOW HEIGHTS2211,SYD
PAGEWOOD,2035,PAGEWOOD2035,SYD
PALM BEACH,2108,PALM BEACH2108,SYD
PANANIA,2213,PANANIA2213,SYD
PARADISE BEACH,2107,PARADISE BEACH2107,SYD
PARKLEA,2768,PARKLEA2768,SYD
PARLIAMENT HOUSE,2000,PARLIAMENT HOUSE2000,SYD
PARRAMATTA,2123,PARRAMATTA2123,SYD
PARRAMATTA,2124,PARRAMATTA2124,SYD
PARRAMATTA,2150,PARRAMATTA2150,SYD
PARRAMATTA WESTFIELD,2150,PARRAMATTA WESTFIELD2150,SYD
PEAKHURST,2210,PEAKHURST2210,SYD
PEAKHURST HEIGHTS,2210,PEAKHURST HEIGHTS2210,SYD
PEMULWUY,2145,PEMULWUY2145,SYD
PENDLE HILL,2145,PENDLE HILL2145,SYD
PENNANT HILLS,2120,PENNANT HILLS2120,SYD
PENRITH,2750,PENRITH2750,SYD
PENRITH,2751,PENRITH2751,SYD
PENRITH PLAZA,2750,PENRITH PLAZA2750,SYD
PENRITH SOUTH,2750,PENRITH SOUTH2750,SYD
PENSHURST,2222,PENSHURST2222,SYD
PETERSHAM,2049,PETERSHAM2049,SYD
PETERSHAM NORTH,2049,PETERSHAM NORTH2049,SYD
PHILLIP BAY,2036,PHILLIP BAY2036,SYD
PICNIC POINT,2213,PICNIC POINT2213,SYD
PITT TOWN,2756,PITT TOWN2756,SYD
PLEASURE POINT,2172,PLEASURE POINT2172,SYD
PLUMPTON,2761,PLUMPTON2761,SYD
POINT PIPER,2027,POINT PIPER2027,SYD
PORT BOTANY,2036,PORT BOTANY2036,SYD
PORT HACKING,2229,PORT HACKING2229,SYD
POTTS HILL,2143,POTTS HILL2143,SYD
POTTS POINT,2011,POTTS POINT2011,SYD
PRAIRIEWOOD,2176,PRAIRIEWOOD2176,SYD
PRESTONS,2170,PRESTONS2170,SYD
PROSPECT,2148,PROSPECT2148,SYD
PUNCHBOWL,2196,PUNCHBOWL2196,SYD
PUTNEY,2112,PUTNEY2112,SYD
PYMBLE,2073,PYMBLE2073,SYD
PYRMONT,2009,PYRMONT2009,SYD
QUAKERS HILL,2763,QUAKERS HILL2763,SYD
QUEENS PARK,2022,QUEENS PARK2022,SYD
QUEENSCLIFF,2096,QUEENSCLIFF2096,SYD
RABY,2566,RABY2566,SYD
RAMSGATE,2217,RAMSGATE2217,SYD
RAMSGATE BEACH,2217,RAMSGATE BEACH2217,SYD
RANDWICK,2031,RANDWICK2031,SYD
REDFERN,2016,REDFERN2016,SYD
REGENTS PARK,2143,REGENTS PARK2143,SYD
REGENTVILLE,2745,REGENTVILLE2745,SYD
REVESBY,2212,REVESBY2212,SYD
REVESBY HEIGHTS,2212,REVESBY HEIGHTS2212,SYD
REVESBY NORTH,2212,REVESBY NORTH2212,SYD
RHODES,2138,RHODES2138,SYD
RICHARDS,2765,RICHARDS2765,SYD
RICHMOND,2753,RICHMOND2753,SYD
RIVERSTONE,2765,RIVERSTONE2765,SYD
RIVERVIEW,2066,RIVERVIEW2066,SYD
RIVERWOOD,2210,RIVERWOOD2210,SYD
ROCKDALE,2216,ROCKDALE2216,SYD
RODD POINT,2046,RODD POINT2046,SYD
ROOKWOOD,2141,ROOKWOOD2141,SYD
ROOTY HILL,2766,ROOTY HILL2766,SYD
ROPES CROSSING,2760,ROPES CROSSING2760,SYD
ROSE BAY,2029,ROSE BAY2029,SYD
ROSE BAY NORTH,2030,ROSE BAY NORTH2030,SYD
ROSEBERY,2018,ROSEBERY2018,SYD
ROSEHILL,2142,ROSEHILL2142,SYD
ROSELANDS,2196,ROSELANDS2196,SYD
ROSEMEADOW,2560,ROSEMEADOW2560,SYD
ROSEVILLE,2069,ROSEVILLE2069,SYD
ROSEVILLE CHASE,2069,ROSEVILLE CHASE2069,SYD
ROSSMORE,2557,ROSSMORE2557,SYD
ROUND CORNER,2158,ROUND CORNER2158,SYD
ROUSE HILL,2155,ROUSE HILL2155,SYD
ROYAL NORTH SHORE HOSPITAL,2065,ROYAL NORTH SHORE HOSPITAL2065,SYD
ROZELLE,2039,ROZELLE2039,SYD
RUSE,2560,RUSE2560,SYD
RUSHCUTTERS BAY,2011,RUSHCUTTERS BAY2011,SYD
RUSSELL LEA,2046,RUSSELL LEA2046,SYD
RYDALMERE,2116,RYDALMERE2116,SYD
RYDE,2112,RYDE2112,SYD
SADLEIR,2168,SADLEIR2168,SYD
SAINT CLAIR,2759,SAINT CLAIR2759,SYD
SAINT IVES,2075,SAINT IVES2075,SYD
SAINT LEONARDS,2065,SAINT LEONARDS2065,SYD
SANDRINGHAM,2219,SANDRINGHAM2219,SYD
SANDY POINT,2172,SANDY POINT2172,SYD
SANS SOUCI,2219,SANS SOUCI2219,SYD
SCHOFIELDS,2762,SCHOFIELDS2762,SYD
SEAFORTH,2092,SEAFORTH2092,SYD
SEFTON,2162,SEFTON2162,SYD
SEVEN HILLS,2147,SEVEN HILLS2147,SYD
SEVEN HILLS WEST,2147,SEVEN HILLS WEST2147,SYD
SHALVEY,2770,SHALVEY2770,SYD
SHANES PARK,2747,SHANES PARK2747,SYD
SILVERDALE,2752,SILVERDALE2752,SYD
SILVERWATER,2128,SILVERWATER2128,SYD
SMEATON GRANGE,2567,SMEATON GRANGE2567,SYD
SMITHFIELD,2164,SMITHFIELD2164,SYD
SMITHFIELD WEST,2164,SMITHFIELD WEST2164,SYD
SOUTH COOGEE,2034,SOUTH COOGEE2034,SYD
SOUTH GRANVILLE,2142,SOUTH GRANVILLE2142,SYD
SOUTH HURSTVILLE,2221,SOUTH HURSTVILLE2221,SYD
SOUTH PENRITH,2750,SOUTH PENRITH2750,SYD
SOUTH TURRAMURRA,2074,SOUTH TURRAMURRA2074,SYD
SOUTH WENTWORTHVILLE,2145,SOUTH WENTWORTHVILLE2145,SYD
SOUTH WINDSOR,2756,SOUTH WINDSOR2756,SYD
SPIT JUNCTION,2088,SPIT JUNCTION2088,SYD
SPRING FARM,2570,SPRING FARM2570,SYD
ST ANDREWS,2566,ST ANDREWS2566,SYD
ST CLAIR,2759,ST CLAIR2759,SYD
ST HELENS PARK,2560,ST HELENS PARK2560,SYD
ST IVES,2075,ST IVES2075,SYD
ST IVES CHASE,2075,ST IVES CHASE2075,SYD
ST JOHNS PARK,2176,ST JOHNS PARK2176,SYD
ST LEONARDS,2065,ST LEONARDS2065,SYD
ST MARYS,2760,ST MARYS2760,SYD
ST MARYS EAST,2760,ST MARYS EAST2760,SYD
ST MARYS SOUTH,2760,ST MARYS SOUTH2760,SYD
ST PAULS,2031,ST PAULS2031,SYD
ST PETERS,2044,ST PETERS2044,SYD
STANHOPE GARDENS,2768,STANHOPE GARDENS2768,SYD
STANMORE,2048,STANMORE2048,SYD
STRATHFIELD,2135,STRATHFIELD2135,SYD
STRATHFIELD SOUTH,2136,STRATHFIELD SOUTH2136,SYD
STRAWBERRY HILLS,2012,STRAWBERRY HILLS2012,SYD
STRAWBERRY HILLS,2013,STRAWBERRY HILLS2013,SYD
SUMMER HILL,2130,SUMMER HILL2130,SYD
SURRY HILLS,2010,SURRY HILLS2010,SYD
SUTHERLAND,2232,SUTHERLAND2232,SYD
SYDENHAM,2044,SYDENHAM2044,SYD
SYDNEY,2000,SYDNEY2000,SYD
SYDNEY,2001,SYDNEY2001,SYD
SYDNEY,2199,SYDNEY2199,SYD
SYDNEY DOMESTIC AIRPORT,2020,SYDNEY DOMESTIC AIRPORT2020,SYD
SYDNEY GATEWAY FACILITY,2891,SYDNEY GATEWAY FACILITY2891,SYD
SYDNEY INTERNATIONAL AIRPORT,2020,SYDNEY INTERNATIONAL AIRPORT2020,SYD
SYDNEY MARKETS,2129,SYDNEY MARKETS2129,SYD
SYDNEY OLYMPIC PARK,2127,SYDNEY OLYMPIC PARK2127,SYD
SYDNEY SOUTH,2000,SYDNEY SOUTH2000,SYD
SYLVANIA,2224,SYLVANIA2224,SYD
SYLVANIA SOUTHGATE,2224,SYLVANIA SOUTHGATE2224,SYD
SYLVANIA WATERS,2224,SYLVANIA WATERS2224,SYD
TALLAWONG,2762,TALLAWONG2762,SYD
TAMARAMA,2026,TAMARAMA2026,SYD
TAREN POINT,2229,TAREN POINT2229,SYD
TAYLOR SQUARE,2010,TAYLOR SQUARE2010,SYD
TAYLORS POINT,2107,TAYLORS POINT2107,SYD
TELOPEA,2117,TELOPEA2117,SYD
TEMPE,2044,TEMPE2044,SYD
TENNYSON POINT,2111,TENNYSON POINT2111,SYD
TERREY HILLS,2084,TERREY HILLS2084,SYD
THE BASIN,2108,THE BASIN2108,SYD
THE PONDS,2769,THE PONDS2769,SYD
THE ROCKS,2000,THE ROCKS2000,SYD
THE UNIVERSITY OF SYDNEY,2006,THE UNIVERSITY OF SYDNEY2006,SYD
THORNLEIGH,2120,THORNLEIGH2120,SYD
TOONGABBIE,2146,TOONGABBIE2146,SYD
TOONGABBIE EAST,2146,TOONGABBIE EAST2146,SYD
TREGEAR,2770,TREGEAR2770,SYD
TURRAMURRA,2074,TURRAMURRA2074,SYD
TURRELLA,2205,TURRELLA2205,SYD
ULTIMO,2007,ULTIMO2007,SYD
UNDERCLIFFE,2206,UNDERCLIFFE2206,SYD
UNIVERSITY OF NEW SOUTH WALES,2052,UNIVERSITY OF NEW SOUTH WALES2052,SYD
UNSW SYDNEY,2052,UNSW SYDNEY2052,SYD
VARROVILLE,2566,VARROVILLE2566,SYD
VAUCLUSE,2030,VAUCLUSE2030,SYD
VILLAWOOD,2163,VILLAWOOD2163,SYD
VINEYARD,2765,VINEYARD2765,SYD
VOYAGER POINT,2172,VOYAGER POINT2172,SYD
WAHROONGA,2076,WAHROONGA2076,SYD
WAITARA,2077,WAITARA2077,SYD
WAKELEY,2176,WAKELEY2176,SYD
WAREEMBA,2046,WAREEMBA2046,SYD
WARRAWEE,2074,WARRAWEE2074,SYD
WARRIEWOOD,2102,WARRIEWOOD2102,SYD
WARRIEWOOD SHOPPING SQUARE,2102,WARRIEWOOD SHOPPING SQUARE2102,SYD
WARRINGAH MALL,2100,WARRINGAH MALL2100,SYD
WARWICK FARM,2170,WARWICK FARM2170,SYD
WATERLOO,2017,WATERLOO2017,SYD
WATSONS BAY,2030,WATSONS BAY2030,SYD
WATTLE GROVE,2173,WATTLE GROVE2173,SYD
WAVERLEY,2024,WAVERLEY2024,SYD
WAVERTON,2060,WAVERTON2060,SYD
WENTWORTH POINT,2127,WENTWORTH POINT2127,SYD
WENTWORTH PORT,2177,WENTWORTH PORT2177,SYD
WENTWORTHVILLE,2145,WENTWORTHVILLE2145,SYD
WERRINGTON,2747,WERRINGTON2747,SYD
WERRINGTON COUNTY,2747,WERRINGTON COUNTY2747,SYD
WERRINGTON DOWNS,2747,WERRINGTON DOWNS2747,SYD
WEST HOXTON,2171,WEST HOXTON2171,SYD
WEST PENNANT HILLS,2125,WEST PENNANT HILLS2125,SYD
WEST PYMBLE,2073,WEST PYMBLE2073,SYD
WEST RYDE,2114,WEST RYDE2114,SYD
WESTGATE,2048,WESTGATE2048,SYD
WESTLEIGH,2120,WESTLEIGH2120,SYD
WESTMEAD,2145,WESTMEAD2145,SYD
WETHERILL PARK,2164,WETHERILL PARK2164,SYD
WETHERILL PARK NSW,2164,WETHERILL PARK NSW2164,SYD
WHALAN,2770,WHALAN2770,SYD
WHALE BEACH,2107,WHALE BEACH2107,SYD
WHEELER HEIGHTS,2097,WHEELER HEIGHTS2097,SYD
WILEY PARK,2195,WILEY PARK2195,SYD
WILLMOT,2770,WILLMOT2770,SYD
WILLOUGHBY,2068,WILLOUGHBY2068,SYD
WILLOUGHBY EAST,2068,WILLOUGHBY EAST2068,SYD
WILLOUGHBY NORTH,2068,WILLOUGHBY NORTH2068,SYD
WINDSOR,2756,WINDSOR2756,SYD
WINDSOR DOWNS,2756,WINDSOR DOWNS2756,SYD
WINGALA,2099,WINGALA2099,SYD
WINSTON HILLS,2153,WINSTON HILLS2153,SYD
WOLLI CREEK,2205,WOLLI CREEK2205,SYD
WOLLSTONECRAFT,2065,WOLLSTONECRAFT2065,SYD
WOODBINE,2560,WOODBINE2560,SYD
WOODCROFT,2767,WOODCROFT2767,SYD
WOODPARK,2164,WOODPARK2164,SYD
WOOLLAHRA,2025,WOOLLAHRA2025,SYD
WOOLLOOMOOLOO,2011,WOOLLOOMOOLOO2011,SYD
WOOLOOWARE,2230,WOOLOOWARE2230,SYD
WOOLWICH,2110,WOOLWICH2110,SYD
WORLD SQUARE,2002,WORLD SQUARE2002,SYD
WORONORA,2232,WORONORA2232,SYD
WORONORA HEIGHTS,2233,WORONORA HEIGHTS2233,SYD
YAGOONA,2199,YAGOONA2199,SYD
YAGOONA WEST,2199,YAGOONA WEST2199,SYD
YARRAWARRAH,2233,YARRAWARRAH2233,SYD
YENNORA,2161,YENNORA2161,SYD
YOWIE BAY,2228,YOWIE BAY2228,SYD
ZETLAND,2017,ZETLAND2017,SYD
ABBOTSFORD,3067,ABBOTSFORD3067,MEL
ABERCROMBIE,2795,ABERCROMBIE2795,OAG
ABERDARE,2325,ABERDARE2325,NEW
ABERFELDIE,3040,ABERFELDIE3040,MEL
ABERFOYLE PARK,5159,ABERFOYLE PARK5159,ADL
ABERGLASSLYN,2320,ABERGLASSLYN2320,NEW
ABERMAIN,2326,ABERMAIN2326,NEW
ACACIA RIDGE,4110,ACACIA RIDGE4110,BRI
ACACIA RIDGE BC,4110,ACACIA RIDGE BC4110,BRI
ACACIA RIDGE DC,4110,ACACIA RIDGE DC4110,BRI
ACTON,2601,ACTON2601,CBR
ACTON,7320,ACTON7320,DPO
ACTON PARK,7170,ACTON PARK7170,TAS
ADAMSTOWN,2289,ADAMSTOWN2289,NEW
ADAMSTOWN HEIGHTS,2289,ADAMSTOWN HEIGHTS2289,NEW
ADARE,4343,ADARE4343,TOO
ADELAIDE,5000,ADELAIDE5000,ADL
ADELAIDE,5001,ADELAIDE5001,ADL
ADELAIDE,5800,ADELAIDE5800,ADL
ADELAIDE,5810,ADELAIDE5810,ADL
ADELAIDE,5839,ADELAIDE5839,ADL
ADELAIDE AIRPORT,5950,ADELAIDE AIRPORT5950,ADL
ADELAIDE BC,5000,ADELAIDE BC5000,ADL
ADELAIDE UNIVERSITY,5005,ADELAIDE UNIVERSITY5005,ADL
AEROGLEN,4870,AEROGLEN4870,CNS
AINSLIE,2602,AINSLIE2602,CBR
AINTREE,3336,AINTREE3336,MEL
AIRLIE BEACH,4802,AIRLIE BEACH4802,MKY
AIRPORT WEST,3042,AIRPORT WEST3042,MEL
AITKENVALE,4814,AITKENVALE4814,TVL
AITKENVALE BC,4814,AITKENVALE BC4814,TVL
ALABAMA HILL,4820,ALABAMA HILL4820,TVL
ALANVALE,7248,ALANVALE7248,LAU
ALBANVALE,3021,ALBANVALE3021,MEL
ALBANY CREEK,4035,ALBANY CREEK4035,BRI
ALBERT PARK,3206,ALBERT PARK3206,MEL
ALBERT PARK,5014,ALBERT PARK5014,ADL
ALBERTON,5014,ALBERTON5014,ADL
ALBION,3020,ALBION3020,MEL
ALBION,4010,ALBION4010,BRI
ALBION BC,4010,ALBION BC4010,BRI
ALBION DC,4010,ALBION DC4010,BRI
ALBION HEIGHTS,7050,ALBION HEIGHTS7050,TAS
ALBION PARK,2527,ALBION PARK2527,WOL
ALBION PARK RAIL,2527,ALBION PARK RAIL2527,WOL
ALBURY,2640,ALBURY2640,ALB
ALBURY MSC,2708,ALBURY MSC2708,ALB
ALDERLEY,4051,ALDERLEY4051,BRI
ALDERSHOT,4650,ALDERSHOT4650,MYB
ALDINGA,5173,ALDINGA5173,ADL
ALDINGA BEACH,5173,ALDINGA BEACH5173,ADL
ALEXANDER HEIGHTS,6064,ALEXANDER HEIGHTS6064,PER
ALEXANDRA,4740,ALEXANDRA4740,MKY
ALEXANDRA HEADLAND,4572,ALEXANDRA HEADLAND4572,SUN
ALEXANDRA HILLS,4161,ALEXANDRA HILLS4161,BRI
ALFRED COVE,6154,ALFRED COVE6154,PER
ALFREDTON,3350,ALFREDTON3350,GEE
ALGESTER,4115,ALGESTER4115,BRI
ALICE RIVER,4817,ALICE RIVER4817,TVL
ALISON,2259,ALISON2259,CCT
ALKIMOS,6038,ALKIMOS6038,PER
ALLANDALE,2320,ALLANDALE2320,NEW
ALLENBY GARDENS,5009,ALLENBY GARDENS5009,ADL
ALLENSTOWN,4700,ALLENSTOWN4700,CAP
ALLIGATOR CREEK,4816,ALLIGATOR CREEK4816,TVL
ALLORA,4362,ALLORA4362,TOO
ALLOWAY,4670,ALLOWAY4670,BDB
ALPHINGTON,3078,ALPHINGTON3078,MEL
ALPINE,2575,ALPINE2575,WOL
ALSTONVILLE,2477,ALSTONVILLE2477,NTH
ALTANDI,4109,ALTANDI4109,BRI
ALTONA,3018,ALTONA3018,MEL
ALTONA,5351,ALTONA5351,ADL
ALTONA EAST,3025,ALTONA EAST3025,MEL
ALTONA GATE,3025,ALTONA GATE3025,MEL
ALTONA MEADOWS,3028,ALTONA MEADOWS3028,MEL
ALTONA NORTH,3025,ALTONA NORTH3025,MEL
AMAROO,2914,AMAROO2914,CBR
AMBLESIDE,7310,AMBLESIDE7310,DPO
ANDERGROVE,4740,ANDERGROVE4740,MKY
ANDREWS FARM,5114,ANDREWS FARM5114,ADL
ANGASTON,5353,ANGASTON5353,ADL
ANGLE PARK,5010,ANGLE PARK5010,ADL
ANGLE VALE,5117,ANGLE VALE5117,ADL
ANGOURIE,2464,ANGOURIE2464,NTH
ANKETELL,6167,ANKETELL6167,PER
ANNA BAY,2316,ANNA BAY2316,NEW
ANNANDALE,4814,ANNANDALE4814,TVL
ANNERLEY,4103,ANNERLEY4103,BRI
ANNERLEY DC,4103,ANNERLEY DC4103,BRI
ANSTEAD,4070,ANSTEAD4070,BRI
ANU,200,ANU200,CBR
APPIN,2560,APPIN2560,WOL
APPLE TREE CREEK,4660,APPLE TREE CREEK4660,BDB
APPLECROSS,6153,APPLECROSS6153,PER
APPLECROSS,6953,APPLECROSS6953,PER
APPLECROSS NORTH,6153,APPLECROSS NORTH6153,PER
APPLETHORPE,4378,APPLETHORPE4378,TOO
ARALUEN,4570,ARALUEN4570,SUN
ARANA HILLS,4054,ARANA HILLS4054,BRI
ARANDA,2614,ARANDA2614,CBR
ARCADIA VALE,2283,ARCADIA VALE2283,NEW
ARCHERFIELD,4108,ARCHERFIELD4108,BRI
ARCHERFIELD BC,4108,ARCHERFIELD BC4108,BRI
ARDEER,3022,ARDEER3022,MEL
ARDROSS,6153,ARDROSS6153,PER
ARGENTON,2284,ARGENTON2284,NEW
ARGYLE,3523,ARGYLE3523,BEN
ARMADALE,3143,ARMADALE3143,MEL
ARMADALE,6112,ARMADALE6112,PER
ARMADALE,6992,ARMADALE6992,PER
ARMADALE NORTH,3143,ARMADALE NORTH3143,MEL
ARMSTRONG CREEK,3217,ARMSTRONG CREEK3217,GEE
AROONA,4551,AROONA4551,SUN
ARRAWARRA,2456,ARRAWARRA2456,CFS
ARRAWARRA HEADLAND,2456,ARRAWARRA HEADLAND2456,CFS
ARTHURS SEAT,3936,ARTHURS SEAT3936,MEL
ARUNDEL,4214,ARUNDEL4214,GLD
ARUNDEL BC,4214,ARUNDEL BC4214,GLD
ARUNDEL DC,4214,ARUNDEL DC4214,GLD
ASCOT,3551,ASCOT3551,BEN
ASCOT,4007,ASCOT4007,BRI
ASCOT,6104,ASCOT6104,PER
ASCOT PARK,5043,ASCOT PARK5043,ADL
ASCOT VALE,3032,ASCOT VALE3032,MEL
ASHBURTON,3147,ASHBURTON3147,MEL
ASHBY,6065,ASHBY6065,PER
ASHFIELD,4670,ASHFIELD4670,BDB
ASHFIELD,6054,ASHFIELD6054,PER
ASHFORD,5035,ASHFORD5035,ADL
ASHGROVE,4060,ASHGROVE4060,BRI
ASHGROVE WEST,4060,ASHGROVE WEST4060,BRI
ASHMONT,2650,ASHMONT2650,YNG
ASHMORE,4214,ASHMORE4214,GLD
ASHMORE CITY,4214,ASHMORE CITY4214,GLD
ASHTONFIELD,2323,ASHTONFIELD2323,NEW
ASHWOOD,3147,ASHWOOD3147,MEL
ASPENDALE,3195,ASPENDALE3195,MEL
ASPENDALE GARDENS,3195,ASPENDALE GARDENS3195,MEL
ASPLEY,4034,ASPLEY4034,BRI
ATHELSTONE,5076,ATHELSTONE5076,ADL
ATHERTON,4883,ATHERTON4883,CNS
ATHOL PARK,5012,ATHOL PARK5012,ADL
ATTADALE,6156,ATTADALE6156,PER
ATTWOOD,3049,ATTWOOD3049,MEL
ATWELL,6164,ATWELL6164,PER
AUBIN GROVE,6164,AUBIN GROVE6164,PER
AUBURN,3123,AUBURN3123,MEL
AUBURN SOUTH,3122,AUBURN SOUTH3122,MEL
AUCHENFLOWER,4066,AUCHENFLOWER4066,BRI
AUGUSTINE HEIGHTS,4300,AUGUSTINE HEIGHTS4300,BRI
AULDANA,5072,AULDANA5072,ADL
AUSTINMER,2515,AUSTINMER2515,WOL
AUSTINS FERRY,7011,AUSTINS FERRY7011,TAS
AUSTRALIA FAIR,4215,AUSTRALIA FAIR4215,GLD
AUSTRALIAN NATIONAL UNIVERSITY,200,AUSTRALIAN NATIONAL UNIVERSITY200,CBR
AVELEY,6069,AVELEY6069,PER
AVENELL HEIGHTS,4670,AVENELL HEIGHTS4670,BDB
AVOCA,4670,AVOCA4670,BDB
AVOCA BEACH,2251,AVOCA BEACH2251,CCT
AVONDALE,2530,AVONDALE2530,WOL
AVONDALE HEIGHTS,3034,AVONDALE HEIGHTS3034,MEL
AWABA,2283,AWABA2283,NEW
AXEDALE,3551,AXEDALE3551,BEN
AYLMERTON,2575,AYLMERTON2575,WOL
AYR,4807,AYR4807,TVL
BABINDA,4861,BABINDA4861,CNS
BACCHUS MARSH,3340,BACCHUS MARSH3340,MEL
BAGO,2446,BAGO2446,PQQ
BAGSHOT,3551,BAGSHOT3551,BEN
BAKERS CREEK,4740,BAKERS CREEK4740,MKY
BAKERY HILL,3350,BAKERY HILL3350,GEE
BALACLAVA,2575,BALACLAVA2575,WOL
BALACLAVA,3183,BALACLAVA3183,MEL
BALARANG,2529,BALARANG2529,WOL
BALCATTA,6021,BALCATTA6021,PER
BALCATTA,6914,BALCATTA6914,PER
BALCOLYN,2264,BALCOLYN2264,NEW
BALD HILLS,4036,BALD HILLS4036,BRI
BALDIVIS,6171,BALDIVIS6171,PER
BALGA,6061,BALGA6061,PER
BALGAL BEACH,4816,BALGAL BEACH4816,TVL
BALGOWNIE,2519,BALGOWNIE2519,WOL
BALLAJURA,6066,BALLAJURA6066,PER
BALLANDEAN,4382,BALLANDEAN4382,TOO
BALLARAT,3350,BALLARAT3350,GEE
BALLARAT,3353,BALLARAT3353,GEE
BALLARAT CENTRAL,3350,BALLARAT CENTRAL3350,GEE
BALLARAT EAST,3350,BALLARAT EAST3350,GEE
BALLARAT MC,3354,BALLARAT MC3354,GEE
BALLARAT NORTH,3350,BALLARAT NORTH3350,GEE
BALLARAT WEST,3350,BALLARAT WEST3350,GEE
BALLINA,2478,BALLINA2478,NTH
BALLYMORE,4059,BALLYMORE4059,BRI
BALMORAL,2283,BALMORAL2283,NEW
BALMORAL,4171,BALMORAL4171,BRI
BALMORAL RIDGE,4552,BALMORAL RIDGE4552,SUN
BALMORAL VILLAGE,2571,BALMORAL VILLAGE2571,WOL
BALNARRING,3926,BALNARRING3926,MEL
BALNARRING BEACH,3926,BALNARRING BEACH3926,MEL
BALWYN,3103,BALWYN3103,MEL
BALWYN EAST,3103,BALWYN EAST3103,MEL
BALWYN NORTH,3104,BALWYN NORTH3104,MEL
BAMBAROO,4850,BAMBAROO4850,TVL
BANDIANA,3691,BANDIANA3691,ALB
BANDIANA,3694,BANDIANA3694,ALB
BANDIANA MILPO,3694,BANDIANA MILPO3694,ALB
BANGALEE,2541,BANGALEE2541,WOL
BANGALEE,4703,BANGALEE4703,CAP
BANGALOW,2479,BANGALOW2479,NTH
BANGHOLME,3175,BANGHOLME3175,MEL
BANJUP,6164,BANJUP6164,PER
BANKS,2906,BANKS2906,CBR
BANKSIA BEACH,4507,BANKSIA BEACH4507,BRI
BANKSIA GROVE,6031,BANKSIA GROVE6031,PER
BANKSIA PARK,5091,BANKSIA PARK5091,ADL
BANNOCKBURN,3331,BANNOCKBURN3331,GEE
BANOON,4109,BANOON4109,BRI
BANORA POINT,2486,BANORA POINT2486,GLD
BANYA,4551,BANYA4551,SUN
BANYO,4014,BANYO4014,BRI
BAR BEACH,2300,BAR BEACH2300,NEW
BARANDUDA,3691,BARANDUDA3691,ALB
BARDON,4065,BARDON4065,BRI
BARDON WEST,4065,BARDON WEST4065,BRI
BAREENA,3220,BAREENA3220,GEE
BARGARA,4670,BARGARA4670,BDB
BARGO,2574,BARGO2574,WOL
BARINGA,4551,BARINGA4551,SUN
